,blueWins
7778,1
6549,1
1996,0
8796,0
6685,0
4283,1
6834,1
3509,1
1045,0
4072,1
8509,1
5468,1
6808,0
9147,1
2903,1
7535,1
9778,1
892,1
4555,1
2381,0
4198,1
5268,1
8477,0
4430,0
4384,1
8332,1
5521,0
7280,0
3910,1
4642,1
5387,0
5072,0
4379,0
3223,0
1577,0
4510,1
1907,0
216,0
2758,0
4416,0
5602,1
6717,0
3737,1
9245,1
5346,0
2785,0
9609,0
2432,0
8586,1
8406,0
6387,0
1077,1
2254,1
7276,1
3079,0
4284,0
2669,0
7637,0
3101,0
3041,1
7659,1
654,1
1328,0
5525,1
9823,0
2647,1
236,1
191,0
9044,1
5320,1
8077,0
9088,0
5536,0
5011,1
1561,1
7372,0
9790,1
7147,0
9486,0
9654,1
3129,1
4561,1
1302,1
9484,0
4718,1
1650,0
8807,1
9275,0
4170,0
4965,1
2968,0
1841,0
8089,0
6294,1
791,1
5865,1
5713,0
4872,1
8611,0
4272,0
3784,0
7219,1
7119,1
312,1
1605,1
8546,1
4756,0
5511,0
438,1
1515,1
4808,1
6041,1
5782,1
66,0
7154,1
3337,1
3333,0
5202,0
3015,1
8905,0
8537,0
1735,0
3855,0
949,0
6248,0
5543,0
7363,0
2322,0
3868,0
9528,1
279,0
8747,1
5188,1
6690,0
2564,1
9421,0
3005,1
9082,0
5085,1
3428,1
4935,0
398,1
7112,1
5436,0
8002,0
3032,0
9357,1
6752,0
4905,0
7572,1
2235,1
8156,0
3539,0
7571,1
3093,1
7386,0
8897,1
7718,1
8593,0
4662,0
7841,1
5905,0
414,1
7641,1
3804,1
3430,0
1204,0
7245,0
520,0
832,0
7262,0
2035,1
3104,1
6891,1
1769,1
1058,0
912,0
8326,0
7418,1
5116,0
9812,1
5793,0
2506,0
8749,1
5140,1
8490,0
8175,1
7200,0
9807,0
544,0
3558,1
7916,0
9495,0
4421,0
2767,1
8405,0
5817,1
9143,1
8995,0
6522,0
6944,1
9701,0
7634,0
8047,0
8315,1
6045,1
1965,1
8745,1
9794,0
5829,1
2819,1
6021,1
1960,0
1097,1
6163,0
8054,1
9446,0
8273,1
4649,1
3371,1
5529,0
3284,1
7905,1
3922,0
5100,1
1614,1
2320,0
1367,0
3106,1
8201,1
2289,1
7354,1
3154,1
5148,1
3087,0
4595,0
7189,1
417,0
4258,0
5244,0
9601,1
7009,0
7930,1
4071,0
9777,0
3024,1
53,1
7108,0
3794,1
4179,0
828,1
2612,1
3685,0
7441,0
6136,0
8319,1
2571,1
162,1
1647,0
1851,0
8180,1
6550,1
268,0
8987,1
2525,0
1504,0
2957,0
8556,1
4626,0
6228,0
389,1
4426,0
1391,1
6857,1
2751,1
9042,1
2195,0
2509,0
8184,1
2969,1
3869,1
4159,1
259,0
6668,0
7188,1
4658,0
9728,0
5218,1
9122,1
7850,1
5969,1
9470,0
444,0
9615,1
2501,0
1218,1
7470,0
1994,0
7793,1
2457,1
7824,1
6064,0
4183,1
7248,0
1762,1
1294,0
1767,0
3832,0
6745,0
220,1
6473,0
4954,0
3929,1
7212,1
8947,1
1749,0
3781,0
1292,1
5818,1
4647,1
4252,1
4522,1
9694,0
4918,1
3959,1
4750,0
6661,1
9811,0
5663,0
2408,1
7692,1
3261,0
8967,0
34,1
4635,1
6398,1
6584,1
6556,0
1637,0
9076,0
3645,0
9500,1
689,0
4279,1
975,1
5470,0
1234,0
8056,0
8165,1
120,0
3987,0
1158,1
5987,1
5891,0
5976,1
8459,1
9370,1
9272,0
6381,0
3709,1
3588,0
8492,1
9398,1
1666,0
7883,0
6618,0
491,0
302,1
9829,0
6191,0
3148,1
7250,0
6341,0
1975,0
5787,0
6950,0
4958,1
8428,0
7646,0
3810,1
6270,1
5105,0
2261,0
8799,1
982,0
3124,0
2754,1
5942,1
1623,1
7879,0
7738,0
2847,1
6459,1
2449,1
4309,1
7239,0
4192,1
3573,0
8519,1
9106,1
6583,1
3322,1
6135,0
1211,1
5394,1
4155,1
8601,0
7210,0
5086,1
3396,0
1978,0
7835,1
2633,1
1334,1
9545,0
2002,1
533,0
8829,1
353,1
8925,0
348,1
449,0
5796,1
1167,0
1761,1
2664,1
7201,1
9577,0
1540,1
3091,1
6652,0
8645,1
5922,1
6751,1
1821,1
5670,1
7375,0
1382,1
51,1
5949,0
8941,1
5884,1
9301,0
1709,0
7522,0
716,1
4571,0
2461,1
7814,1
3142,0
7131,0
8678,1
6959,1
7608,0
5351,0
4870,1
2629,0
7346,0
3286,0
7557,0
4698,0
7524,1
411,0
3682,1
2918,1
609,1
8629,1
465,0
1499,0
4101,0
264,1
5961,0
3476,1
8677,0
4277,0
1176,1
7056,0
2891,0
9115,0
387,1
5164,0
7433,1
2958,1
1033,1
6582,1
8684,0
1228,1
2409,1
2861,0
5034,1
2965,0
792,0
7497,1
2013,0
3739,0
7586,0
4621,0
363,0
6854,0
7405,1
7304,0
5883,1
243,0
6687,1
7896,0
4372,1
4104,1
8752,0
2037,1
8403,1
2450,1
5562,1
8074,1
9420,1
2812,1
5831,1
462,0
8828,0
2319,1
7720,0
73,0
5944,1
9137,1
5773,0
8973,0
1429,1
2974,0
7512,0
8741,0
1143,1
3821,1
3925,1
9395,0
3165,0
9127,1
4308,0
1981,0
2932,0
4550,1
5985,1
538,0
2558,0
367,0
2269,1
9201,1
3546,1
3037,0
9734,1
985,0
5280,0
6178,0
6144,1
4477,0
5914,1
4529,1
2397,0
4814,1
824,1
5826,0
7945,1
1560,0
8472,0
6627,0
8715,1
7174,1
719,0
9475,1
707,0
7360,0
1768,1
2473,1
2146,0
5325,0
3422,0
7430,0
4966,1
8524,1
7583,0
4408,1
7757,0
6029,0
4673,0
9469,0
4777,0
8265,0
5936,0
572,0
1012,1
3971,1
7892,1
1260,1
1506,0
483,0
2933,0
5591,1
7847,1
2462,1
8818,1
9443,0
4085,1
3150,0
305,1
7773,0
4558,0
9196,1
2288,0
6098,0
613,0
5803,0
2140,0
7680,0
622,1
9070,1
2953,1
4765,1
3130,0
3378,0
3887,0
1714,0
203,0
7330,1
2251,0
7681,0
3813,0
7391,1
3203,1
2822,1
7039,1
7028,0
547,0
4685,1
8970,0
1261,0
1565,0
4579,0
4609,0
5126,1
4237,0
3387,1
562,1
549,0
2777,0
913,1
9296,1
8832,0
5062,1
4651,0
9388,1
5458,0
6122,1
1253,0
8291,0
7431,0
6856,1
333,0
2362,1
5197,1
301,0
2489,0
4801,0
5594,1
5875,1
746,1
9574,0
5454,0
3673,1
5764,1
886,0
2359,1
7625,0
3763,1
9342,0
1127,1
2398,0
5405,1
509,1
5328,0
6818,1
208,1
3668,1
2314,0
2267,1
2065,0
6756,0
4779,0
9685,0
9412,0
6742,1
3996,1
5079,1
5388,0
7058,1
4427,1
2853,1
3453,0
4122,0
5501,1
4652,0
9238,0
5665,0
9652,1
2865,1
5935,0
7462,1
8419,0
8426,0
9509,1
8945,0
4118,1
6855,0
589,0
1771,1
1442,0
7426,1
8604,0
4006,1
8146,0
8364,1
7593,1
3258,0
8106,0
3948,0
3348,0
1150,1
5019,1
4292,0
3976,0
5502,1
540,1
9156,1
7923,1
4520,0
5980,0
2646,1
3321,1
1003,0
8589,1
6978,1
7299,0
1047,0
554,1
4304,1
1798,1
648,0
9198,0
4645,1
5371,0
2860,0
24,1
588,0
7012,1
8064,0
4654,1
2093,0
1481,1
5070,0
660,1
6968,0
7514,0
718,0
2679,1
3053,1
3593,0
4737,1
458,1
7367,1
451,0
214,1
3095,1
1149,0
3693,0
1590,1
7414,1
5811,0
442,1
1164,1
686,0
361,1
676,0
8603,1
1604,1
2355,0
390,1
8004,0
1059,0
176,1
4185,0
3365,1
8443,1
5832,1
8704,1
7727,0
8864,0
8479,1
482,0
9382,1
8066,1
7202,0
5343,1
2100,1
9032,0
3587,1
523,1
4391,1
6234,0
5440,1
9782,0
7274,0
8852,1
7457,0
4422,1
8142,1
7991,1
576,0
5272,1
6121,0
769,0
8224,1
474,0
2602,0
6286,1
9256,1
5957,0
6851,1
570,1
9048,1
4831,0
3185,1
4328,0
2901,1
2024,1
1448,1
4489,1
5765,0
7981,0
8802,0
5512,0
6832,1
777,0
4132,0
2828,0
6230,0
3285,0
6828,0
8414,1
2367,1
8907,1
3725,0
7018,0
5604,0
1733,0
2492,1
2776,1
3612,1
4134,0
436,0
7781,0
4356,1
3409,1
5239,1
9429,1
939,1
8884,1
2995,0
2088,0
7993,1
39,0
2168,0
4358,0
2122,0
1126,0
7338,1
1649,0
2056,0
7613,1
44,0
6006,1
7465,0
1165,0
7076,0
230,0
4299,1
8349,1
4519,1
5888,1
7729,1
8258,0
1717,1
7013,1
7024,1
7130,1
8063,1
2601,1
94,0
8769,1
3610,1
8863,1
8052,0
8988,0
9179,1
7900,1
3834,0
2568,0
9329,1
2418,1
7795,0
8323,0
2689,0
3945,0
6941,1
4893,0
9347,1
3831,1
6974,1
5281,1
7832,0
8097,1
3624,1
8083,0
303,0
3815,0
5617,0
5685,1
884,0
814,0
9089,0
717,0
9128,1
4392,1
2611,1
4860,0
2992,1
5438,1
4342,0
1423,1
195,1
4069,1
2404,0
8980,0
9564,1
2994,0
6838,0
8810,0
9433,1
1538,1
6648,1
8690,0
8057,0
1574,0
2897,0
3331,1
2872,0
7396,1
4999,1
7975,1
5515,0
8993,0
6992,1
3500,0
2007,0
9647,0
4110,1
7931,0
4722,1
1787,0
853,0
2848,1
5335,1
6268,1
5624,1
1359,0
33,0
4244,1
9628,1
9334,1
4348,1
9203,0
3191,1
6247,0
3305,0
7961,0
6033,0
9843,0
9381,1
4260,1
1817,1
9400,1
9028,1
184,0
5457,0
2784,1
1872,0
4627,0
2554,1
368,1
6977,0
2512,0
1494,1
4864,0
6129,1
5113,0
9282,0
5312,0
4139,1
802,1
9863,1
7890,0
6802,1
2188,1
896,0
1435,1
7790,0
3522,0
3269,0
6150,0
1520,1
9227,0
4374,0
7218,1
1684,0
5727,0
4498,1
1275,0
7468,1
8774,1
4679,0
5843,0
5734,1
3081,1
7086,0
9814,0
3607,0
2877,1
7491,1
1101,1
5485,0
3924,1
1542,1
8390,0
7138,0
5200,0
4661,1
7933,0
6863,1
7525,0
1720,0
2773,1
5800,0
3708,1
7501,0
276,0
1209,0
7657,1
9852,1
7709,1
8861,0
1055,1
5926,1
927,1
5667,1
3283,1
6454,0
129,1
2427,1
6606,1
9660,0
3141,1
9751,1
5190,1
5348,0
7097,1
2046,1
1026,1
7725,0
3119,1
6765,0
9724,0
8325,0
649,0
5613,0
3900,0
1088,0
211,1
3231,0
332,0
2846,1
6651,0
1180,1
3738,0
2540,0
310,0
9213,0
1964,0
9123,0
7876,0
9589,0
232,0
9547,0
6602,0
2864,1
7990,0
4684,0
7956,1
5573,1
2033,1
2719,1
2996,0
3158,1
6440,1
9568,1
3967,0
3481,1
3171,1
8474,0
1736,1
3507,1
6820,1
3994,0
6433,0
5585,0
2115,0
5871,0
9013,1
7370,1
6523,0
6090,1
8890,0
3860,1
7669,1
6492,0
6421,1
464,1
4294,0
4849,1
8876,0
5127,0
8497,1
5216,1
6428,0
9354,1
4859,1
9236,1
4515,1
8010,0
3039,0
661,0
880,0
7882,1
3774,1
1240,1
2149,1
564,0
9444,0
7972,1
4955,1
9676,0
6935,0
9679,1
6379,1
6343,0
733,1
4984,0
7429,1
8853,0
5528,1
6410,0
5054,1
5513,0
8786,1
8560,0
7940,0
1521,1
2487,0
9263,1
6349,1
9556,0
702,1
9217,1
963,1
3004,1
5496,0
3380,0
4504,0
5061,0
4415,0
4399,0
8440,1
6207,1
5788,0
3530,0
4168,1
2228,1
7799,1
4173,0
8701,0
347,1
1930,1
2653,0
6599,1
6787,1
322,1
193,0
46,1
5471,0
8850,0
7000,1
1557,1
6039,1
3543,1
9541,0
5295,0
9364,0
1932,1
6403,0
5020,0
5705,1
9389,1
200,0
277,1
7986,1
4741,0
6876,1
4688,1
2171,1
2681,1
5869,0
7605,0
7144,1
6667,0
5778,1
6019,1
6776,1
681,0
8748,0
6468,1
3726,0
6445,0
9180,0
3291,0
5722,1
2769,0
2615,0
5736,1
545,1
2068,0
2910,0
2967,1
4334,0
2216,0
3519,0
4295,1
1772,1
9291,0
8318,1
5152,1
127,1
5237,0
9405,1
5748,0
8790,0
2839,0
2936,0
5191,1
7428,1
1640,1
1546,1
2353,1
5995,0
1354,1
5145,1
3057,1
4932,0
1897,1
5838,1
2086,0
3969,0
202,0
4389,0
7644,0
4721,1
6167,0
7266,1
9372,0
5367,1
7983,1
696,0
2061,1
1658,1
2280,0
3096,0
2400,0
7424,0
2167,0
1252,0
4891,1
7928,0
6529,0
1813,1
9540,0
7318,0
6706,0
5827,1
7069,1
2105,1
9493,1
3013,1
3853,1
3838,0
8551,0
2898,1
3219,1
3461,0
751,0
6038,0
4931,0
5577,1
4003,0
7197,0
8467,1
9761,0
3633,1
5052,0
877,1
3683,1
8283,0
7051,0
8190,0
2106,1
8304,1
3841,1
9680,0
2570,1
4469,1
6712,0
3679,1
6509,1
7243,0
7802,1
1925,1
6703,0
1532,1
931,1
8008,1
6774,1
8316,0
7884,0
9466,1
7168,1
7581,1
2952,0
2581,0
2603,0
3108,0
6796,1
7224,0
4624,0
1759,1
9831,0
8374,1
4899,1
1018,1
7196,0
7705,1
7146,1
3314,1
172,0
9875,1
7834,0
8699,1
7503,1
6346,0
2089,0
2020,1
9712,0
765,0
2025,1
6383,0
7305,1
3761,1
4655,0
4740,1
3051,1
7615,1
1323,1
1485,0
4032,0
2164,1
4264,1
9836,1
9278,0
5395,1
5497,0
1801,0
5035,1
2041,0
8330,1
8728,0
4549,0
7268,1
5840,1
3672,1
5477,1
936,0
6350,0
9321,1
8844,1
5203,1
4364,1
8758,1
9737,1
9142,0
606,1
659,1
4730,0
8866,0
2470,0
7208,0
7419,1
1681,1
2945,1
5737,1
2348,0
7220,0
4991,0
5119,0
8219,1
4898,0
9248,0
7389,0
9112,1
5417,0
7949,0
9231,0
8084,1
838,0
7007,1
9755,1
5080,1
2166,0
7683,1
6074,0
2324,0
8569,1
7116,1
9151,1
5704,0
9721,1
9306,0
7736,0
3167,1
9343,0
124,0
2740,0
3586,0
6750,0
1318,0
6011,0
9802,0
3557,0
156,1
4507,1
1377,0
8527,1
3462,0
1130,1
2814,0
709,1
4921,1
924,1
49,0
3796,0
7282,0
498,1
1020,0
7447,1
7750,0
4306,1
3236,0
4976,0
1061,1
111,0
1376,0
6819,0
9091,0
4023,1
4883,0
6676,0
7233,1
4725,0
4086,0
1765,1
7035,0
170,0
5253,0
4376,1
5870,1
30,1
8293,0
2371,1
7867,0
1601,0
1873,1
9292,0
6194,0
516,1
5285,1
3892,0
9822,0
5621,0
7730,1
4904,0
6280,0
3043,1
9269,0
4735,0
5302,1
1070,1
3308,1
4637,0
167,0
5095,1
2258,1
8522,0
8931,0
9312,0
7022,0
2908,0
5240,0
5772,1
1309,0
8140,0
2108,1
7909,1
2366,1
7688,1
3274,1
3795,1
968,0
3168,1
2262,0
260,0
272,1
638,0
3964,0
8359,0
1021,1
1745,0
5256,0
625,1
5714,1
9801,1
5509,0
7104,1
7167,1
5025,0
5592,1
5948,0
4290,0
6264,1
9425,1
2534,0
6300,0
7493,0
9637,0
996,1
2440,1
4528,1
5703,1
2160,1
2982,0
4663,1
3235,0
1556,0
8261,1
2345,1
7350,1
2009,0
6631,0
3297,0
1596,1
9148,1
231,0
6291,0
8926,1
2584,1
510,1
7741,1
5416,0
1418,1
8765,1
7158,0
9001,1
3692,0
198,0
5136,0
1426,0
3066,0
1452,0
9308,0
9375,1
8149,1
5037,1
3255,0
5231,1
9455,0
946,1
8385,0
2407,1
5507,1
8412,0
3536,1
3495,0
6768,1
2548,0
4598,0
318,1
2986,1
3247,0
5975,0
8767,1
8518,1
7214,0
4136,0
5069,1
2015,0
3518,1
1466,0
6,1
7231,1
8510,1
2635,0
484,1
1679,1
2330,1
1797,1
3799,1
6882,0
7552,1
7240,0
9810,0
5596,1
6197,0
4914,1
6127,1
2628,0
3193,0
2999,0
6815,1
634,0
8409,0
6535,1
2183,0
3395,1
942,0
4969,1
6562,0
9835,0
1068,0
2305,0
3919,1
6325,0
3756,1
7830,1
4315,0
7019,1
3849,1
5022,1
3861,1
2310,0
8842,1
8329,1
6837,1
8375,1
2845,0
2661,1
5447,0
4377,0
8688,0
3077,0
662,1
9630,0
2,0
2341,0
1091,0
8656,1
8934,1
1071,1
9478,0
4473,0
4052,1
4193,1
9626,0
3563,0
2318,1
4936,0
7677,1
7696,0
8979,0
5048,0
8335,0
530,1
7362,1
3224,0
3332,1
620,0
6312,1
4002,1
3445,0
4822,0
3616,0
2831,1
8399,0
8079,0
5683,1
2264,0
3501,1
2023,1
7754,1
6493,0
2442,1
5924,0
6100,0
9175,0
113,0
2935,0
81,0
3458,1
6960,0
3944,0
4077,1
711,1
2787,0
9184,0
5309,0
4778,0
4759,0
632,1
5647,0
6115,1
5894,1
6077,0
4787,1
8660,1
6693,1
5559,1
3698,0
8147,0
1139,0
698,1
296,0
5210,0
3420,1
9320,1
5181,0
2169,1
177,0
6858,0
1776,0
3764,1
9166,1
6081,0
7515,0
1443,0
4959,1
8984,0
8199,0
3139,0
1595,0
6903,0
7943,0
9254,0
8623,0
319,1
8489,0
5597,0
8724,1
2510,0
3864,0
8346,0
8892,1
3179,0
2695,1
7207,1
4605,1
3328,0
5087,1
1823,1
8766,1
506,1
8936,0
9358,1
1166,1
3163,0
8710,1
4602,1
4833,1
5619,1
9287,1
1136,1
3961,1
6071,0
2700,0
3662,1
4619,0
7436,1
7047,1
128,0
5050,0
6372,0
5929,0
4026,1
3882,1
9456,1
7061,0
2921,1
5064,0
1402,1
4566,1
1102,0
9212,0
5802,1
6265,0
7946,1
5376,1
7435,1
4208,0
5708,1
8531,0
1324,1
9698,1
7842,1
2832,0
4266,1
6799,1
7376,1
3460,0
2480,1
5896,1
1205,0
1575,0
3488,1
2854,0
846,0
1528,0
2798,0
7988,0
7070,0
571,0
1343,1
6929,0
4508,1
4254,1
9252,1
8243,0
1029,0
4320,1
692,1
2217,0
9435,1
9842,1
4944,0
834,0
5292,0
3287,0
1341,1
3628,1
5195,0
8706,1
1383,0
2521,1
9083,0
3002,1
8059,0
4138,0
2097,0
6674,1
6645,0
5255,0
8526,1
1809,0
4796,0
138,1
3729,1
1804,0
9153,0
930,1
5311,1
3404,1
1028,0
4174,1
7536,0
5186,1
6563,0
1439,1
5753,0
3339,1
3871,0
6571,1
8817,0
3194,0
8798,0
5934,1
1844,0
3187,1
2640,0
2885,0
8529,1
8672,0
9,1
7984,1
2632,1
3355,1
9510,1
2459,0
6142,1
3643,1
4278,0
6392,1
9362,1
14,1
1987,1
6559,0
700,0
1417,1
9095,0
8041,0
3555,0
5017,1
8208,0
1810,0
9479,1
3931,1
1079,0
6051,0
4339,1
5267,1
8516,1
3266,0
5534,1
3877,1
1828,1
7694,1
7873,0
9471,1
1991,1
3352,1
7978,0
9423,0
9617,0
2114,0
403,0
488,1
7656,0
5365,1
9867,0
6508,0
9165,1
2916,0
4732,0
8726,0
5833,0
897,1
6035,1
9368,1
8506,1
5731,0
8894,0
6368,0
4720,0
5755,0
4676,0
5102,1
5453,1
8633,0
4005,0
9025,1
5298,0
7115,1
3000,1
587,0
1683,1
4502,0
4719,1
6542,1
5590,0
3182,0
658,1
3044,0
6612,1
1793,1
370,1
2639,0
2420,1
4225,0
2594,1
3993,1
6018,1
7192,0
967,1
1608,0
89,0
4610,1
378,0
2614,0
5506,0
870,0
2497,1
7310,0
235,0
4341,1
1572,1
2273,0
7622,0
7442,1
4811,1
6782,1
6576,1
7235,0
204,0
7575,0
4686,0
4112,1
2950,1
7296,0
4607,0
9546,1
2928,1
3833,0
125,1
6160,1
8391,0
1826,1
2018,0
4928,1
5717,1
8550,1
3054,0
3292,1
4678,0
3050,0
8843,0
3234,1
6353,0
7125,1
2220,0
2372,0
1850,0
3278,0
1230,1
1332,0
9583,1
5369,1
2207,0
6157,1
1479,1
6758,0
9359,0
5410,0
7843,0
1272,1
4243,0
6198,0
3229,0
4171,1
41,1
7758,0
3344,1
472,1
4154,1
3699,0
5455,0
7587,0
6052,0
8883,0
6117,1
4218,0
2128,1
2820,1
2190,0
1986,0
4988,0
7674,0
966,0
6702,0
4090,1
4250,1
3202,1
9451,1
2116,1
5991,1
730,1
6419,1
7660,1
2502,1
929,0
3752,1
3652,1
3893,1
794,1
7684,1
4884,0
9504,0
2378,0
1195,0
2125,1
2206,1
8451,1
4845,1
3863,1
6224,0
6241,0
1460,0
925,0
7038,1
6825,0
8764,1
5374,1
5630,0
2173,0
3718,1
7551,1
313,1
1453,1
4767,0
7912,1
773,0
5282,0
1431,1
5334,0
8251,1
4844,0
6161,0
262,1
8946,0
3565,0
5892,1
8272,0
2186,0
7853,0
2402,1
199,1
3836,0
4074,1
1438,1
7716,1
1288,1
6386,0
5324,0
6026,1
9872,1
4021,1
3545,0
9770,1
7573,1
1508,0
5806,1
9019,0
7519,0
5552,1
4848,1
5170,0
6515,0
4130,1
6361,0
1845,0
9101,0
5424,0
5251,0
2265,1
2343,1
4106,0
8470,0
1849,0
1726,0
7343,0
8662,1
6175,0
3097,0
4997,0
6554,0
2641,0
4313,0
1562,0
1128,0
77,1
1223,1
9015,0
1145,0
3347,0
6299,1
693,0
228,1
8202,0
3526,0
1820,1
4271,0
7478,0
5623,1
5750,1
8827,0
6382,1
7336,1
1644,1
9053,0
6925,0
336,0
9134,1
7008,0
2627,0
86,0
9834,0
9003,1
729,0
7976,0
9554,1
1883,1
7128,0
569,0
8734,1
2102,0
861,1
9551,1
3793,0
6810,1
2685,0
5885,1
1974,1
6484,1
5094,1
6967,0
1407,0
6980,0
7222,0
4998,1
8483,1
6608,1
593,0
7494,0
1048,0
1659,0
486,1
8694,0
9216,0
6498,1
205,0
8761,0
8162,0
8336,1
8821,0
6363,0
2290,0
656,1
7409,0
5856,0
5411,1
1283,0
1740,1
9543,0
4382,1
2929,1
6716,1
9193,0
6442,0
2930,1
1090,1
5123,1
643,1
6441,1
5217,0
7800,1
3896,0
161,1
4475,0
1155,1
270,1
2527,1
2034,1
8768,1
4062,0
4671,0
9594,0
364,0
8,0
499,1
2662,0
2545,0
9806,0
1415,1
1296,0
9059,1
3184,1
340,1
7458,0
9380,0
3107,1
3875,1
7567,1
1082,1
83,1
4203,0
5199,0
1366,1
457,1
9860,1
471,0
297,0
1514,1
2239,1
3722,1
8035,0
5120,1
1592,0
3372,1
3898,1
5044,0
5726,1
1358,0
4867,0
666,1
5420,0
3116,0
3215,0
1611,0
9581,1
4743,0
1547,1
5209,1
2959,0
7862,1
6443,1
9855,0
4876,0
7183,1
9739,0
7121,0
2811,1
776,1
5863,1
8576,0
6888,0
2762,1
2107,0
7260,1
7049,0
20,1
829,0
9706,0
4305,0
7868,1
5842,0
4667,1
508,1
1122,0
9316,0
665,0
537,1
9501,0
3442,0
4128,1
9058,1
8805,1
6736,0
6061,0
1691,1
7156,0
3676,1
943,1
3660,1
2352,0
3743,0
4776,1
3479,1
9428,0
4164,0
1730,0
6132,0
5005,0
6933,0
3826,0
4022,0
1741,0
1784,0
8044,0
4803,0
8345,1
6085,0
379,1
9164,1
6773,0
7234,0
7135,0
1413,0
7967,1
2606,0
1032,1
9600,1
1039,0
3426,1
9868,1
3529,0
578,1
5241,1
133,1
8968,0
6384,1
8703,0
7361,0
1859,0
3408,1
5906,1
4703,1
1069,1
6120,1
5516,1
8433,1
560,0
2699,1
6370,1
6983,0
5933,1
6949,1
9526,0
5789,1
4040,0
3640,0
914,1
4370,1
8778,1
3609,1
2760,0
157,1
2299,1
8350,0
3060,0
5941,1
6004,0
3403,1
4018,1
5221,0
9409,0
4120,0
9497,0
3818,1
5735,0
6603,0
6560,0
5909,1
6002,0
9516,0
8862,0
6223,0
6970,0
5385,0
1274,0
6323,0
9520,0
1284,1
132,1
7134,0
763,0
2329,0
8481,1
5637,1
1642,0
9226,1
5443,0
6637,1
4987,0
3389,0
8532,1
2631,0
4616,0
3655,1
2686,0
8520,0
1624,0
7423,1
9837,1
7388,0
6412,0
222,1
7137,0
8163,0
9566,1
6695,1
9393,1
